WE1_counts	WE2_counts	M1_counts	M2_counts	M3_counts
YMR039C	2726	2662	2595	2160	1900
YOR107W	456	538	3215	2437	3029
YDR443C	1810	3544	3475	2962	2755
YCR095C	1028	1262	1663	1644	1174
YLL011W	5663	5354	7139	9003	5672
YCR077C	7710	11550	11298	10864	8415
YLR437C	949	2253	1620	1107	1138
YFL064C	78	52	0	0	0
YNL191W	1715	2360	2682	2643	2190
YDR237W	2574	3891	5104	4584	3828
YJL110C	1601	1989	2250	2417	1704
YKR048C	8587	12240	11111	11349	7386
YBR001C	668	2261	2099	1522	1441
YPL003W	892	1866	2503	1693	1649
YKL108W	641	524	821	769	562
YJR094C	0	1	4	0	4
YJR074W	753	1462	2190	1701	1622
YPR127W	842	1362	1122	895	995
YIR028W	7	7	22	9	2
YAL012W	30646	25339	60340	55140	39909
YMR288W	1576	2344	2364	2859	1737
YIL156W	1456	2369	1972	1769	1433
YBR241C	307	739	497	392	330
YKL006W	119836	149833	108098	105656	97964
YPL156C	985	1176	387	410	298
YNL312W	3334	4249	5082	4407	3724
YLR187W	1715	2637	1639	1753	1061
YDR099W	9912	14834	17269	13765	12303
YKL133C	237	294	396	313	258
YKL188C	174	203	542	435	350
YHR170W	16092	14953	16702	31641	13045
YDR259C	1000	1221	1992	2145	1063
YKL068W	5788	6964	7985	8861	5514
YGR098C	3136	4787	6049	9109	4419
YKL093W	477	863	1106	789	768
YMR002W	2304	6840	7679	6533	4679
YDL246C	0	0	0	0	0
YER081W	1925	3450	23174	13709	17716
YPL178W	3945	4608	4796	4417	3608
YPR202W	5	0	0	0	0
YIL096C	3115	2484	2155	2858	1706
YFR011C	1012	1543	2123	1972	1463
YIL074C	6115	6994	9113	8777	7166
YHL008C	262	354	34	38	0
YLR325C	71672	72646	55014	49334	43021
YNL249C	855	1164	1480	1755	1128
YGR056W	3053	2742	3224	4876	2329
YGL065C	3878	3225	5039	4441	2928
YOR052C	346	1339	1551	1025	1127
YPL078C	9583	17587	17727	17561	13228
YGR116W	20041	24160	22983	21878	17416
YGL230C	62	89	56	61	61
YOL159C	382	1675	807	607	628
YBR185C	1872	2926	3569	3238	2547
YBR129C	1413	1692	2105	1770	1565
YDR019C	2544	5543	6492	5658	4639
YBR150C	968	1714	1408	1234	956
YER119C	1019	2086	2520	1874	1585
YMR196W	621	1519	3806	1220	2481
YMR161W	1174	1843	2667	2058	1742
YDR499W	803	985	1353	1187	917
YKL068W-A	709	494	569	402	444
YJL133C-A	236	1083	774	239	416
YCR054C	1640	1571	2311	2790	1866
YMR322C	0	0	3	2	2
YLL061W	8211	14324	1297	681	942
YDR110W	2438	2588	2349	3282	1862
YDR419W	1149	1641	2009	2109	1432
YOR221C	1351	1419	2421	2046	1789
YPL214C	1395	1691	2342	2272	1686
YOL064C	3422	4422	6415	5831	5136
YBL023C	2842	3976	4192	3776	2806
YOR274W	1303	1348	1405	1378	1070
YOR329C	1574	3271	2238	2303	1644
YLR005W	1597	2096	2964	2659	2270
YDR124W	363	540	546	520	416
YNL267W	4137	4768	6709	6278	4638
YLR461W	0	14	0	0	0
YLR050C	3035	7849	5471	4163	4315
YNL307C	10443	21297	28711	23732	21019
YDR067C	889	883	1315	1066	1049
YMR056C	160	529	236	268	176
YJL044C	2529	2665	4669	5126	3726
YPR164W	1930	3679	3816	3880	2823
YEL060C	1568	4214	3982	2177	2351
YHR195W	1409	2158	2421	2704	1688
YML026C	86235	99545	117229	106240	94180
YPR066W	192	478	410	405	297
YDR229W	714	875	1251	1162	768
YDL181W	929	4203	5460	3254	3602
YBR022W	559	761	477	478	357
YER177W	29079	44738	53046	39593	41946
YML048W	16667	18822	22150	20628	14755
YBL064C	810	2260	3835	2523	2664
YHR006W	1793	2742	1925	1766	1393
YKL221W	36	156	84	164	34
YGL126W	1421	2375	1909	1444	1104
YLR167W	343529	389312	450058	374200	362829
YMR270C	1469	1411	1345	1322	1021
YLR293C	51464	57225	71123	69856	57447
YLR228C	2078	2362	2526	1867	2082
YJR053W	283	527	644	648	413
YJL171C	9126	18156	11637	10463	8327
YDR374C	7	14	24	15	21
YKL021C	5199	4710	8009	10423	5924
YDL167C	5400	6141	6534	7092	5005
YLR388W	24157	24877	25102	17908	18285
YLR373C	1948	3008	3863	3835	2815
YKR001C	10736	12373	21357	19153	15227
YKR054C	3713	8266	6421	7011	4687
YIR034C	2034	1228	611	518	513
YGL013C	2611	4152	4092	7235	3094
YJR068W	2638	2780	3270	3586	2466
YGR207C	1625	2028	3561	2867	2278
YDR212W	15280	20117	24193	24449	18027
YLR456W	250	200	447	284	284
YNL052W	4439	17343	15472	12992	13844
YDR046C	13750	26967	17836	14460	13076
YNL025C	397	685	911	637	582
YGR121W-A	59	34	15	8	3
YGR091W	1059	1171	1205	1834	892
YDL232W	481	580	1053	957	800
YPL119C	213	327	196	220	147
YLR242C	1744	1510	1922	1765	1396
YJR148W	2670	2251	12598	6796	9337
YMR195W	217	491	602	413	415
YOL087C	1778	3065	3714	2624	2606
YNL134C	862	1574	2754	1973	1899
YAL037W	290	156	102	80	43
YGL146C	187	191	505	416	406
YCR051W	3001	3976	3016	2837	2025
YBR262C	812	1493	1136	1008	880
YPL199C	4848	5276	4771	3907	3431
YFL036W	6168	11324	11092	11083	8132
YDL209C	724	740	800	807	652
YIL051C	16273	17797	11625	9319	8490
YPL057C	6091	10688	11207	9124	7381
YNR010W	316	488	562	467	379
YDR365C	19018	14785	11303	16394	9318
YLR308W	2	5	12	9	7
YNL169C	6141	8614	11381	9560	7853
YFR034C	743	958	688	615	395
YHR070W	2571	3401	3588	3768	2644
YDR460W	1345	1565	1586	1584	1137
YNL112W	25535	30027	29354	36432	22589
YHL047C	0	0	0	0	0
YOR360C	3969	4423	8739	6559	7286
YOR335C	25396	31846	38608	38563	26765
YGL251C	638	867	755	619	519
YER156C	11443	14864	15819	14735	12147
YPL255W	758	792	1136	964	794
YOR095C	11192	10287	12012	15698	10239
YEL038W	1780	3512	5141	4235	3958
YDR420W	7834	13995	5629	5625	3881
YOL025W	701	862	1392	1366	1040
YPL208W	2854	3721	5163	4605	3864
YOL147C	3472	5248	4645	4015	3436
YNL280C	23109	22444	22823	22312	15719
YDR007W	2388	3542	4545	3684	4093
YIL160C	186	172	62	142	60
YPR089W	4228	5094	5638	5647	3735
YBR233W	786	850	1348	1138	783
YPL122C	2463	2790	3538	3782	2646
YDL086W	3636	6769	7593	5888	5288
YMR313C	3445	3586	6558	6798	4357
YGL179C	395	1045	507	390	328
YGR120C	1012	1337	1859	1679	1390
YML001W	5561	6215	7256	6595	5979
YLL028W	7604	9036	12148	8523	8126
YER016W	1540	1686	1852	1817	1338
YDR438W	1020	1424	1330	1047	1051
YNL211C	235	208	289	293	259
YML058W-A	42	66	49	16	26
YLR026C	1433	1596	2267	1887	1549
YJR065C	5163	8383	14734	12649	10901
YHR094C	9260	3387	12636	24714	11126
YMR095C	426	599	426	382	280
YER138C	0	0	0	0	0
YDL033C	768	1340	1019	1300	760
YMR255W	1026	1082	1046	1058	838
YHR209W	858	1624	1006	805	878
YGL247W	928	1125	1254	1186	1065
YCR100C	6	608	104	226	54
YDR516C	756	2484	27552	5826	19565
YPL233W	420	627	598	566	393
YOR255W	6	8	4	0	0
YOR063W	432971	550659	534026	518622	417980
YGR251W	964	853	1272	1667	1069
YPR047W	1281	2154	2091	1635	1297
YDR246W-A	51	112	95	95	70
YDR044W	4207	4197	4277	2930	3150
YEL016C	1725	1657	1375	1393	1003
YOL128C	1514	1607	2004	2125	1540
YMR139W	1362	1956	4332	3111	3255
YDL080C	1956	2723	2248	2085	1737
YOR172W	1339	1899	2960	2786	2120
YDR541C	1006	2170	1579	1451	1133
YPR143W	5611	4398	3185	3537	2390
YNL322C	4660	9144	7947	7622	5052
YPL090C	103280	62780	66830	62589	51790
YPR078C	307	889	45	35	37
YBL058W	4366	5404	4469	4390	3229
YFL062W	2919	5354	0	0	0
YNL197C	4294	7568	9496	8562	7236
YLR439W	1739	3053	3264	3322	2405
YCR020C	676	677	710	690	560
YDR450W	100749	107539	98660	86855	81976
YCL051W	1216	2277	1974	1723	1473
YCR097W	310	284	404	303	228
YLL013C	1669	2468	2764	2743	2184
YGL194C-A	97	124	291	179	156
YER038C	463	608	657	894	522
YPR125W	3869	3847	5343	5738	3382
YHR049W	5551	9220	10891	7235	9119
YBR007C	1179	1764	1505	1505	1147
YPL001W	1916	2039	3068	2629	2009
YJL038C	54	34	27	52	38
YOR158W	2314	3061	3512	3116	2507
YPR178W	988	1354	1507	1242	897
YNL159C	961	1334	2466	1755	1803
YAL014C	1019	881	1644	1373	1296
YCR020W-B	799	713	889	872	637
YBR243C	5727	7194	8606	8244	5675
YLR181C	1504	1215	1895	1915	1380
YBL056W	11085	14051	19725	17259	14893
YNL075W	5384	4040	5366	6731	4187
YPL150W	1980	2502	2930	2729	2103
YJL012C	15214	20993	15849	15112	10482
YJL065C	942	1232	1230	989	866
YKR020W	627	797	678	662	338
YMR202W	54635	69953	49512	42696	35626
YMR004W	1596	1694	2584	2446	1688
YER083C	5352	6844	7040	5590	5221
YPL176C	4818	7193	6594	5978	4211
YHR172W	1406	2072	2053	3195	1573
YLR263W	409	289	332	348	122
YDL240W	1508	2556	2361	2099	1839
YFR013W	2604	2684	4406	4325	3201
YHR013C	5950	6104	5691	5675	4497
YOL040C	133063	173829	167718	158658	134141
YGL045W	262	898	478	392	338
YCL035C	1871	2393	4314	3209	3451
YIL023C	2489	4631	2049	1917	1564
YNR073C	87	85	11	19	10
YPR200C	188	277	0	0	0
YIL072W	204	421	236	291	135
YLR327C	4	207	488	98	306
YBR229C	7475	9744	12575	12923	8339
YMR100W	1674	1927	2585	2428	1984
YML133C	0	0	0	0	0
YOR131C	2084	2395	2753	2378	2151
YLR455W	1582	1579	2002	1754	1331
YNL247W	14229	15069	16568	18546	11383
YOR054C	671	949	1285	952	950
YGL007C-A	11	13	5	17	18
YFR028C	4583	6355	6708	6432	4560
YBR152W	395	504	489	520	307
YDR292C	5859	5771	7791	7043	5271
YOR161C-C	10	47	8	9	6
YHR126C	2	5	0	1	1
YMR194W	32759	32100	40472	30526	31610
YMR167W	1233	1843	2200	2314	1614
YOR249C	947	1129	1310	1372	899
YER117W	67924	85256	100924	75705	74141
YOR301W	1115	2100	1707	1694	1221
YKL218C	487	909	626	508	426
YOR140W	1826	2865	2195	2768	1356
YDR391C	748	1316	1821	1015	1243
YLL063C	678	475	154	138	70
YOR276W	8380	9571	14700	12810	10938
YMR309C	19763	24045	31836	34787	21804
YOR089C	3271	3864	3668	3088	2882
YNR075C-A	0	84	0	0	0
YNL146C-A	470	258	349	329	275
YMR180C	1111	1412	386	344	243
YGL163C	1487	1850	1976	2184	1745
YOL131W	2	0	4	1	1
YOR011W-A	0	1	13	5	3
YBL021C	340	790	478	485	337
YHR215W	786	853	0	0	0
YLL045C	161903	207534	200848	171847	148464
YLR007W	2725	4134	3179	2958	2507
YNL261W	2682	3032	2904	3019	2211
YMR054W	9067	16121	13927	12216	10228
YDR065W	669	637	1034	945	795
YNL305C	1207	1964	2601	1611	1606
YJL046W	1185	1448	2137	1789	1460
YKR078W	742	800	1029	1083	754
YOR191W	3032	4969	5587	5495	3774
YOL166W-A	0	0	0	0	0
YDR272W	988	1389	1654	970	1066
YGR289C	0	474	785	709	539
YML020W	1218	1929	1866	1630	1246
YLR103C	2085	2119	2326	2126	1525
YOR294W	6591	7635	5663	7391	4542
YEL062W	1072	1552	1701	1803	1248
YPR031W	1712	2034	2292	2585	1727
YLR038C	2387	5147	8005	6183	5471
YNL096C	32622	36310	33019	32159	25385
YDR038C	2427	613	0	0	0
YBR024W	601	835	1262	1097	956
YER171W	4593	5245	5407	6374	4043
YDL047W	3133	4286	4839	4945	3624
YML046W	1855	1888	3234	3262	2320
YGL124C	932	1373	1484	1100	960
YMR276W	4084	7432	7382	6305	4630
YMR149W	12537	13200	18575	17120	13284
YLR165C	214	144	168	149	148
YCR069W	4443	6078	7526	6343	5326
YGR146C-A	40	94	28	25	23
YKL027W	8349	8007	5718	6759	4249
YJL173C	2965	3676	3967	5381	3033
YDR152W	3885	4884	4229	4671	3158
YKL127W	6514	8876	11706	10650	8124
YDR309C	1577	2720	3306	3099	2544
YLR386W	2445	3020	4345	4575	3409
YLR371W	3869	5753	6968	6525	5396
YDL169C	4	38	18	18	20
YLR092W	452	927	775	708	581
YLR423C	324	322	643	516	375
YMR072W	4887	5597	8768	7413	6650
YJR033C	1053	1857	3222	2664	2197
YKR056W	8089	6777	9047	12315	6909
YGL011C	5867	6404	9124	13545	6595
YIR036C	908	1962	1606	1065	980
YMR123W	5431	6887	6331	6411	5342
YGR209C	9411	14715	13210	14762	10030
YNL050C	2071	1754	2668	2962	1961
YLR240W	1733	3135	3741	3574	2596
YOR039W	5493	5681	9019	7870	6785
YDL234C	1178	1822	1676	1471	1104
YGL080W	1993	2907	3480	2810	2800
YNL136W	1654	1811	1299	1256	947
YKL049C	783	693	1119	866	849
YJR080C	434	623	656	716	422
YNR038W	3470	4415	4006	5380	3202
YGL140C	10478	14751	12494	14150	8556
YCL029C	1162	1342	1234	1231	740
YFL038C	7007	8674	9605	9702	7090
YJR131W	4366	4563	5877	5640	3907
YNR012W	3665	3807	4656	6521	3695
YNL110C	9500	7731	6409	7696	4841
YAL068C	0	0	1	1	1
YDR367W	5981	6836	7587	7993	5986
YIL053W	30446	35552	84648	48613	65218
YPL059W	2564	4663	5080	4136	3790
YGL253W	57658	74378	93177	65501	69093
YHL032C	2142	4215	1714	1520	1207
YAR002C-A	12990	7773	19898	17256	14213
YDR444W	1173	1197	2174	2096	1660
YOR337W	2694	2630	1637	2165	1430
YMR010W	7046	6259	6837	5841	4747
YOR097C	708	826	1448	1148	993
YHR118C	956	1267	1610	1431	1152
YGL075C	498	484	870	789	671
YOL023W	1186	1950	1756	1720	1067
YPL253C	1353	1772	2096	2368	1358
YOR259C	8287	8550	10127	10113	7182
YER154W	4151	6348	2906	4261	2419
YEL036C	9438	8718	10365	10442	6906
YBR260C	1901	2185	2994	2651	2015
YPL124W	305	299	599	477	422
YAL042W	15915	11149	14557	15006	9387
YAL035W	58486	41698	63494	63502	48530
YBR235W	4299	6636	6997	7792	4827
YDR001C	3285	7558	12268	5509	7926
YIL162W	2084	4944	16382	11942	11873
YOL141W	769	1116	1439	2301	1121
YBR195C	1210	1290	1781	2051	1273
YIL039W	11429	13631	15415	16366	10451
YGR122W	983	1367	818	671	498
YPL092W	2733	6122	1491	1076	1395
YGR161C-D	20	4	0	0	0
YMR315W	1907	7831	9875	6584	7252
YGR213C	686	653	824	929	616
YDR384C	8430	5871	4614	5109	3357
YML007W	3820	5026	6089	6363	4241
YER063W	3310	3522	5034	3542	3301
YDR481C	5257	7472	5976	6593	4024
YER014W	838	810	1342	1145	808
YPR041W	20003	20977	25889	27318	18567
YNL213C	1330	1207	1703	1576	1184
YKL006C-A	1541	2473	1698	1331	1278
YDL159W-A	8	3	15	23	11
YBR058C	2991	4496	5098	5066	3671
YLR024C	1201	2228	2936	3313	1981
YLR071C	4375	4872	5134	5705	3438
YHR092C	4177	8911	67185	7654	46651
YDL199C	481	810	761	665	445
YHL007C	6976	8222	7539	8121	5505
YBR297W	502	1088	92	55	55
YDL064W	2546	2965	3253	2898	2315
YDL031W	14130	12918	13074	17386	9974
YMR257C	928	2132	2092	1697	1459
YDR514C	2180	1970	1912	2186	1550
YOR253W	4215	4346	5126	5205	4512
YOR202W	3682	6490	4155	3604	3081
YGL245W	49576	63731	70020	65590	54121
YGR006W	212	389	510	620	266
YGR079W	2675	2223	3561	6342	3124
YDL119C	385	504	739	508	503
YKL151C	1309	2001	2501	1717	1803
YGL198W	2796	4832	5023	3567	3408
YKL104C	15765	26700	27651	22163	21206
YBL091C-A	501	882	710	502	522
YLR361C-A	339	536	764	738	582
YHR038W	740	799	1276	1037	944
YML069W	5072	5442	7473	6932	5012
YKR019C	699	1050	773	757	564
YGR279C	20387	28995	39389	34099	27831
YCR073C	1731	2617	1790	2193	1573
YLL015W	9179	12504	12372	12905	7950
YNL195C	80	144	352	295	252
YFL060C	0	0	0	2	0
YDR173C	343	613	571	508	452
YBR208C	2030	9796	22571	10630	18508
YCL057W	8440	12910	18723	17390	13593
YBR072W	69	207	31	25	32
YBR005W	955	2015	1546	1197	1095
YDL173W	1463	2544	2737	2328	1905
YJR047C	2568	313	41	17	26
YMR006C	72166	60072	20353	19217	15356
YAL016W	6724	4584	14475	13274	10660
YDR171W	132	1393	1529	628	816
YHR011W	747	1064	1325	1049	881
YPL152W	879	1408	1912	1602	1391
YLR183C	2162	1974	4250	3364	2735
YNL077W	630	1429	1081	965	722
YBR109C	11532	14235	18411	16793	14963
YBR172C	7702	8395	6769	6625	5107
YDR346C	16983	17771	13996	15991	10383
YJL010C	6921	5550	7471	10230	5490
YOL077W-A	2735	5226	4014	2972	2852
YPL029W	2945	4027	3076	3905	2256
YBR236C	2491	3739	3697	3236	2886
YNL019C	10	4	635	588	460
YGL193C	22	25	76	57	47
YBR189W	177593	199296	219154	188896	165003
YER085C	22	20	19	13	16
YJL225C	0	0	2	20	6
YKL064W	4482	7096	9101	7523	6953
YLR265C	295	382	158	216	81
YKR022C	949	1149	1178	1245	1021
YLR287C	2086	1881	3711	3933	2550
YPL174C	1231	1555	1777	1780	1204
YOR070C	1475	2435	2307	2090	1657
YDR403W	51	36	33	37	50
YOL093W	2611	2838	2773	3046	2085
YOL042W	1596	2649	3199	2864	2279
YIL070C	2597	4818	5513	4322	3888
YCL037C	6102	6905	8955	9012	5555
YNR071C	131	130	26	36	16
YML131W	594	989	606	428	397
YNL245C	2014	2312	2144	1677	1680
YNR024W	1878	1502	1489	1803	1204
YOL108C	394	506	517	391	412
YLR329W	88	120	138	130	122
YPL043W	18038	14753	12855	16729	9496
YKL002W	2351	3600	3450	2839	2596
YDR328C	4573	6133	6272	5725	4929
YIR009W	226	274	320	321	207
YBR154C	8710	7674	8645	9593	6384
YLR001C	2058	2801	3743	3002	2693
YGR125W	6692	7714	7413	7683	4979
YKR101W	469	675	377	448	296
YMR230W-A	170	209	185	272	188
YER115C	1173	1272	1003	912	745
YHR124W	744	1047	696	666	573
YER148W	7144	7099	8671	9144	6670
YCR050C	60	73	47	38	35
YGL033W	0	1	0	0	0
YOR303W	9164	8332	7250	9444	6266
YIL087C	909	2024	1450	877	973
YMR192W	2458	3077	2147	1916	1220
YMR229C	33836	40068	35628	45934	25544
YLL038C	457	770	1032	1120	738
YOR056C	6864	6019	5905	6563	4422
YOR270C	70939	84319	73640	72136	52944
YDR106W	63	64	71	50	48
YOL068C	5219	5933	6428	5964	4521
YMR182C	953	1605	908	779	673
YBR201W	708	769	997	858	737
YLL043W	7736	9135	8383	7738	5904
YDR415C	1995	2463	3864	3469	2500
YGL161C	3715	5561	6979	5679	5037
YOL133W	1655	1983	2424	2107	1718
YNL263C	5057	6664	9879	8324	6912
YDR128W	3637	5975	3711	4106	2653
YOR193W	774	928	795	733	539
YER028C	155	158	177	274	73
YMR052W	158	201	306	298	250
YMR203W	18954	33449	43081	35079	30978
YKR076W	211	391	688	368	448
YDR225W	29891	30983	44807	38372	35303
YDR270W	3029	7247	2922	3193	1824
YPR033C	17819	20676	25759	24493	19785
YGR230W	222	427	736	629	543
YPR062W	7028	8658	9450	9344	7964
YDR528W	1603	1912	2409	2076	1988
YER173W	732	878	1111	1216	785
YBR026C	491	926	1077	676	740
YDL185W	53095	69368	100708	80003	79743
YBR091C	1683	2953	1811	2046	1705
YNL094W	2359	3031	4251	4487	2970
YGL056C	3704	2709	4585	5108	3457
YPL227C	4339	4100	5926	5963	4479
YDL010W	1730	2007	2918	2138	1900
YML019W	4688	4460	6477	6979	4658
YDL045C	1329	1561	2202	1963	1744
YLR163C	2869	3667	4446	4950	3230
YLR178C	343	1184	1169	745	851
YBL079W	9065	12156	12896	15913	9590
YNL056W	2909	4015	2890	2746	2404
YFL001W	2196	1970	2688	3162	2036
YKL025C	1965	2784	4557	4235	2948
YKL125W	5130	5270	5424	7444	3997
YKL170W	1514	2198	2282	1858	1759
YPR157W	398	525	239	73	164
YPR137C-B	0	0	0	0	0
YLR384C	15081	18687	18249	22645	14067
YDR307W	3609	4205	6174	5655	3758
YML099C	1973	3349	2781	3217	1950
YLR421C	5671	6364	5677	5860	4692
YLR090W	2002	2481	2730	2896	1909
YDL212W	18101	21257	17605	15891	11895
YJR064W	17325	20425	22942	24538	17816
YML022W	25200	40220	44250	39616	34310
YER046W	239	286	335	181	216
YMR029C	1670	2079	3253	2540	2118
YIR030C	10	3	6	7	2
YKR050W	2332	4538	2744	2791	1963
YMR121C	654	1682	1396	1094	1097
YGL017W	1551	2474	2051	3030	1699
YDL150W	4808	4838	3857	4811	2784
YNL038W	2027	1613	2182	2003	1587
YHR001W-A	926	3706	3453	2460	2556
YOL165C	0	0	32	4	27
YIL139C	825	626	890	888	626
YLR246W	469	894	1338	1126	906
YJR119C	693	1106	981	1124	726
YLR359W	20305	25358	43505	40455	30694
YLR199C	1345	2077	2668	2255	2001
YJL206C	457	801	1311	1853	1113
YIL142W	11781	15989	18067	18054	13174
YGL082W	1894	2193	4515	3555	3375
YNL138W	7303	10004	13097	11873	9057
YDL236W	4379	6500	7735	7409	6378
YGL142C	4500	6322	6825	5809	4374
YGR179C	561	684	1190	1093	776
YGR102C	931	1415	933	1430	744
YBR139W	2601	4754	7796	5117	4888
YHR188C	9601	15255	12532	17526	8370
YKL106C-A	1	2	4	1	2
YNL116W	1374	2108	2303	1983	1670
YDR361C	7999	8773	7141	9626	5607
YDL042C	1593	2592	2453	2685	1217
YLR445W	60	67	28	24	22
YGL255W	5155	2156	289	221	248
YFR007W	678	1159	2059	1667	1470
YLR333C	30509	34735	41933	36068	32916
YHR103W	4965	7470	7697	7749	5651
YHL030W	3050	4780	6293	6531	4130
YGL077C	15003	26582	19648	13245	14299
YPL204W	5145	6332	6686	6352	4737
YIL009C-A	961	1095	994	897	862
YOR091W	6685	7167	6175	7592	4440
YGR026W	7563	8619	11671	15283	7793
YAL040C	7136	7437	11019	9901	7706
YDR288W	1702	1818	1487	1800	1401
YGL208W	59	221	437	303	306
YNL284C	2588	3740	4310	4346	2678
YIL164C	119	146	281	264	221
YOL143C	19417	16861	10336	7092	8540
YBR237W	1157	1303	1618	1539	1064
YBR197C	576	1079	430	386	355
YHR147C	2237	3447	5185	7011	4192
YGR124W	28940	48505	45077	43000	31733
YDR003W	945	1574	1541	1084	1043
YMR317W	328	829	466	409	365
YOR251C	3498	4849	4443	4942	3347
YPR181C	21786	42528	53459	40488	37640
YCL008C	1081	1963	1259	1245	924
YML005W	1566	1528	2349	2484	1786
YNL215W	1746	2714	2243	2109	1614
YCR075W-A	446	600	803	610	601
YDL059C	220	285	177	172	193
YOR204W	8497	17273	17942	15689	12326
YEL012W	165	254	315	181	190
YBL040C	5167	5780	6597	5959	4715
YBR298C-A	0	2	0	0	0
YDR382W	54108	65881	74954	61141	51007
YDR483W	30108	33032	25816	28927	20448
YER061C	907	1234	1297	1123	839
YLR022C	4040	4371	4517	4601	3803
YLR073C	2765	2089	2248	3015	1996
YER183C	1838	2535	2222	2295	1965
YHR090C	796	944	1125	1102	888
YDL066W	10353	17470	14687	12733	10591
YHR030C	3895	8139	5494	3972	3988
YBR295W	2431	5537	1445	1361	1035
YDR143C	2054	3863	5363	5854	3992
YIL011W	4153	2677	11425	7645	7978
YEL034W	225135	338283	259909	235816	208915
YHL015W	122935	145876	147731	135507	113713
YNR050C	13749	10745	10184	9337	7589
YKL208W	309	495	557	478	437
YGR004W	2398	2328	2765	4540	1897
YML110C	4801	7075	9266	7772	6415
YGL048C	8104	10912	12954	11431	9457
YGL243W	817	989	1112	1291	928
YKL106W	6693	6743	5795	6477	4636
YPR029C	3938	5664	7495	6716	5491
YJL034W	64556	144569	99451	98049	68242
YFL048C	7575	9606	10826	10963	7483
YLR117C	1797	1648	2504	2956	1797
YOR176W	2746	3909	5464	4109	4230
YOR109W	5206	7150	10778	10592	7019
YBL089W	2183	2813	3993	3147	2798
YDL084W	35451	34775	58119	54250	45279
YCL055W	524	705	845	802	643
YGL116W	1629	1635	2502	2556	1699
YBL054W	5816	4408	4860	7448	4358
YCR024C	1114	2007	1827	1457	1294
YIL102C-A	314	480	359	332	269
YMR102C	2030	4070	4842	4391	3636
YCR071C	1035	1275	1965	1901	1342
YDR175C	2325	3113	3908	3465	2861
YOR189W	461	585	847	622	526
YOR154W	3616	3850	2413	3416	1789
YPR121W	205	189	437	428	311
YBR070C	2576	2721	2927	2800	2316
YOR280C	1216	1707	1059	978	877
YNL315C	2214	4263	6055	5512	4567
YPR174C	562	628	646	602	446
YJR045C	33666	70633	90573	84196	61763
YMR008C	11090	22332	14806	8019	10429
YDR349C	8775	12616	10882	12986	7591
YDL171C	23809	50725	35647	28688	26192
YKL062W	878	2524	3603	4031	2484
YJR010W	676	915	1238	888	881
YJL218W	0	0	50	74	16
YIL126W	10476	10202	13466	13579	9592
YDR093W	14396	22621	16773	15247	11564
YMR282C	2231	3256	3644	3871	2368
YIL109C	15011	25962	28494	25776	21522
YFL022C	14869	21744	23143	23582	18257
YPL109C	481	908	889	656	586
YJL156C	1562	2528	2543	4133	1810
YNL071W	8648	14122	22192	20721	15665
YMR088C	7062	10224	9507	8411	7131
YGR211W	12898	20057	13173	18141	9387
YKL139W	1396	1383	2178	2126	1473
YJL069C	8477	7307	6733	8838	4873
YHR042W	37930	30887	26766	28008	18653
YJL016W	3147	3842	4550	4124	3660
YBL005W-B	190	0	0	0	0
YER087W	693	1235	1641	1547	1107
YLR285W	3097	3614	4483	4187	3219
YLR267W	356	355	399	364	219
YDL219W	1629	1500	1520	1500	1005
YCR086W	561	778	688	614	512
YPL172C	1245	2018	2493	2256	1643
YKR024C	5580	4427	5491	8050	4584
YBR156C	751	1016	1228	1208	831
YOR076C	1240	1592	2078	2194	1506
YEL059C-A	59	144	64	54	51
YDR405W	1535	1963	2211	2008	1520
YOL091W	1621	1463	62	255	39
YCL031C	4025	3650	5225	5354	4000
YIL027C	2942	2499	2631	2911	2244
YLR459W	4146	5101	5731	4975	4483
YNL243W	5732	9568	9471	7736	6254
YNR026C	2597	3319	4149	4031	2915
YGL252C	5148	6973	7507	7130	5358
YPR204W	19	112	24	16	8
YOR311C	6474	7517	8466	7304	5951
YBR170C	1735	2546	3038	3078	2099
YGR149W	1349	2346	4246	2746	2660
YDR458C	6255	5906	6065	5601	4212
YKL193C	764	938	1991	1624	1423
YLR310C	5644	8933	10761	10400	7798
YNR008W	4128	5875	5649	5900	3654
YJR150C	4	5	2	0	2
YBR301W	2	3	14	8	0
YLR003C	5033	3800	4819	5375	3538
YER113C	5911	6844	6534	7507	4274
YHR122W	1850	2469	1588	1923	1255
YHL017W	4332	5466	6287	6481	4739
YOR305W	1355	1106	1744	1423	1261
YIL085C	8191	7310	8410	9654	6175
YMR190C	1402	2950	2129	2408	1481
YCR052W	2956	4412	3630	4132	2833
YOR272W	12531	11069	10493	15409	8969
YMR184W	546	1070	1226	730	781
YAL064W-B	0	0	1	0	43
YBR203W	1282	1624	3541	3083	2142
YAR029W	0	40	29	10	15
YNL238W	8345	11296	7865	8020	5480
YJL198W	13988	12644	17185	23043	12400
YOL135C	662	971	776	724	628
YOR323C	10553	13789	14355	14372	10498
YLL041C	1091	5717	4360	1982	2871
YKR074W	2023	1980	2639	2503	2195
YOR195W	2829	2141	2424	2622	1845
YER026C	5781	9156	14930	10103	10977
